operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6013043,-58.5610498",60000,USD,909744,60000,39,35,1538.46153846154,1714.28571428571,5,2,,http://caseros.properati.com.ar/ur5k_venta_departamentos_caseros_wenceslao-de-tata_4600
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.620756,-58.462349",,,,,,65,,,9,3,,http://flores.properati.com.ar/ztzg_venta_departamentos_flores_lavadero_parrilla_toilette_placard_caballito
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|,"-34.7082720576,-58.4066095773",87000,USD,1319128.8,87000,148,110,587.837837837838,790.909090909091,,4,1,http://lanus-bs-as-g-b-a-zona-sur.properati.com.ar/vay0_venta_departamentos_lanus
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Villa Adelina|,"-34.5086274,-58.541885",320000,USD,4851968,320000,,,,,,1,,http://villa-adelina-san-isidro.properati.com.ar/y74j_venta_local_villa-adelina_balcon_jardin_parrilla_terraza_garage_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Avellaneda|,"-34.6575839468,-58.3696333232",69000,USD,1046205.6,69000,51,44,1352.94117647059,1568.18181818182,7,2,1300,http://avellaneda.properati.com.ar/t2pt_venta_departamentos_avellaneda
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7188331,-58.261478",,,,,188,184,,,,5,,http://quilmes.properati.com.ar/12qum_venta_departamentos_quilmes_balcon_suite_parrilla_piscina_sum_terraza_toilette_vestidor_dependencias_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4998513,-58.4891656",280000,USD,4245472,280000,159,94,1761.00628930818,2978.72340425532,,,,http://la-lucila.properati.com.ar/11thj_venta_casa_la-lucila_rioja_3500_jardin_lavadero_parrilla_toilette_garage_impecable_hyland-harold-martinez
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5676941,-58.4527023",300000,USD,4548720,300000,135,125,2222.22222222222,2400,,4,3500,http://belgrano.properati.com.ar/10pc9_venta_departamentos_belgrano_balcon_baulera_lavadero_toilette_luminoso_dependencias_grupo-mega-junin
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4219586,-58.6813334",298000,USD,4518395.2,298000,192,170,1552.08333333333,1752.94117647059,,4,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10dsu_venta_casa_tigre_santa-teresita_suite_lavadero_parrilla_piscina_toilette_vestidor_placard_aire-acondicionado_losa-radiante_arq-victorino-de-la-plaza
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.8693247,-57.902296",70000,USD,1061368,70000,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/k4wp_alquiler_ph_la-plata
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.499294,-58.5280378",55000,USD,833932,55000,74,74,743.243243243243,743.243243243243,,,,http://martinez.properati.com.ar/11q1m_venta_local_martinez_luminoso_basso-bienes-raices
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.59862137,-58.43914795",92000,USD,1394940.8,92000,,,,,,,,http://villa-crespo.properati.com.ar/ztjd_venta_departamentos_villa-crespo_balcon_lavadero_piscina_sum_grupo-zeta-inmobiliaria
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5048672,-58.4788778",270000,USD,4093848,270000,73,63,3698.6301369863,4285.71428571429,4,,,http://olivos.properati.com.ar/ncxs_venta_departamentos_olivos_alberdi-juan-b-_400
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|La Arboleda de Maschwitz|,"-34.3878126,-58.7367386",135000,USD,2046924,135000,10,,13500,,,3,,http://la-arboleda-de-maschwitz.properati.com.ar/w3ny_venta_casa_la-arboleda-de-maschwitz
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7253914,-58.2551272",74000,USD,1122017.6,74000,33,29,2242.42424242424,2551.72413793103,,1,,http://quilmes.properati.com.ar/12qrh_venta_departamentos_quilmes_balcon_lavadero_parrilla_terraza_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4672173896,-58.5265489224",115000,USD,1743676,115000,0,46,,2500,,2,500,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xlb5_venta_departamentos_san-isidro_balcon_baulera_luminoso_garage
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,279000,USD,4230309.6,279000,,,,,,,,http://nordelta.properati.com.ar/wnkb_venta_departamentos_nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.506497,-58.4884025",1800000,USD,27292320,1800000,1400,1190,1285.71428571429,1512.60504201681,,,,http://olivos.properati.com.ar/rrak_venta_casa_olivos_salta_2900
sell,house,|Argentina|Capital Federal|Villa Devoto|,"-34.6127059,-58.5269413",270000,USD,4093848,270000,150,125,1800,2160,,4,,http://villa-devoto.properati.com.ar/11yao_venta_casa_villa-devoto_vicente-echevarria_5000_suite_jardin_parrilla_patio_terraza_toilette_martin_cff
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.3925558,-58.7285375",120000,USD,1819488,120000,,,,,,,,http://maschwitz.properati.com.ar/xbzu_venta_casa_maschwitz
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.565194,-58.5548398",65000,USD,985556,65000,,,,,,,,http://san-martin.properati.com.ar/t1mw_venta_departamentos_san-martin
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,,,,,,120,,,,,,http://san-justo-la-matanza.properati.com.ar/sagm_venta_local_la-matanza
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6450142,-58.6850468",130000,USD,1971112,130000,,,,,,,,http://ituzaingo.properati.com.ar/10z7k_venta_ph_ituzaingo_suite_jardin_lavadero_toilette_vestidor_estrenar_inmobiliaria-carlucci_d52
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.503477,-58.496246",470000,USD,7126328,470000,,259,,1814.67181467182,,5,,http://olivos.properati.com.ar/ydhi_venta_casa_olivos_suite_jardin_lavadero_piscina_quincho_luminoso_dependencias_garage_impecable_placard_olivos-la-lucila
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,120000,USD,1819488,120000,47,40,2553.1914893617,3000,,,,http://nordelta.properati.com.ar/115od_venta_departamentos_nordelta_0_parrilla_piscina_sum_garage_tenis_placard_aire-acondicionado_zampone-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5433807,-58.718174",,,,,75,55,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ee6m_venta_departamento_san-miguel
sell,store,|Argentina|Capital Federal|Parque Patricios|,"-34.6295038,-58.3916725",480000,USD,7277952,480000,184,184,2608.69565217391,2608.69565217391,,,,http://parque-patricios.properati.com.ar/skpo_venta_local_parque-patricios_brasil_1800
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.491923,-58.565143",379000,USD,5746549.6,379000,,302,,1254.96688741722,,6,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/12rz6_venta_casa_san-isidro_lavadero_piscina_quincho_toilette_luminoso_re-max-norte
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Los Lagartos Country Club|,"-34.43143,-58.82587",395000,USD,5989148,395000,271,271,1457.56457564576,1457.56457564576,,,,http://los-lagartos-country-club.properati.com.ar/12nue_venta_casa_los-lagartos-country-club_suite_jardin_piscina_blanco-propiedades_dii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,130000,USD,1971112,130000,0,0,,,,,,http://nordelta.properati.com.ar/n71j_venta_departamentos_nordelta_0
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6128697,-58.4068192",74500,USD,1129598.8,74500,44,44,1693.18181818182,1693.18181818182,15,3,2000,http://balvanera.properati.com.ar/g9c7_venta_departamento_balvanera_catamarca_200
sell,house,|Argentina|Capital Federal|Villa Devoto|,"-34.6078107,-58.5255137",,,,,,540,,,,5,,http://villa-devoto.properati.com.ar/wl5e_venta_casa_villa-devoto
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,,,,,2,,http://ramos-mejia.properati.com.ar/s8jf_venta_departamentos_la-matanza
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4169,-58.582134",165000,USD,2501796,165000,,63,,2619.04761904762,,3,,http://tigre.properati.com.ar/yzew_venta_ph_tigre_lavadero_patio_toilette_luminoso_garage_aire-acondicionado_re-max-bur-oacute
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.664523,-58.584573",68000,USD,1031043.2,68000,,40,,1700,,2,,http://villa-luzuriaga.properati.com.ar/107bm_venta_departamentos_la-matanza_balcon_re-max-oeste
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4235356,-58.5769233",122873,USD,1863049.57,122873,12,44,10239.4166666667,2792.56818181818,3,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zh8a_venta_departamentos_tigre_italia_1400_lavadero_parrilla_sum_garage_mieres-tigre-centro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4538182,-58.6224323",400000,USD,6064960,400000,235,140,1702.12765957447,2857.14285714286,,4,,http://nordelta.properati.com.ar/12qtd_venta_departamentos_nordelta_balcon_baulera_suite_parrilla_terraza_vestidor_luminoso_garage_jumerosky-propiedades
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5384359359,-58.4653923588",210000,USD,3184104,210000,,67,,3134.32835820896,12,2,,http://nunez.properati.com.ar/kpg3_venta_departamentos_nunez_del-libertador-av-_8400
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4083887793,-58.6530938339",700000,USD,10613680,700000,360,360,1944.44444444444,1944.44444444444,,,,http://nordelta.properati.com.ar/10ehy_venta_casa_nordelta_baulera_suite_hidromasaje_jardin_lavadero_parrilla_piscina_terraza_toilette_vestidor_dependencias_garage_placard_get-negocios-inmobiliarios
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6584853,-58.5740481",98000,USD,1485915.2,98000,150,80,653.333333333333,1225,,3,,http://villa-luzuriaga.properati.com.ar/uc9x_venta_ph_villa-luzuriaga
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6361701,-58.6558886",85000,USD,1288804,85000,83,50,1024.09638554217,1700,,,,http://ituzaingo.properati.com.ar/yyqx_venta_ph_ituzaingo_jardin_lavadero_garage_amoblado_estrenar_oyhanarte-propiedades-castelar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,650000,USD,9855560,650000,,525,,1238.09523809524,,5,,http://bs-as-g-b-a-zona-norte.properati.com.ar/dy03_venta_casa_capital-federal
sell,apartment,|Argentina|Capital Federal|Retiro|,"-34.598667,-58.379846",210000,USD,3184104,210000,,84,,2500,,3,,http://retiro.properati.com.ar/11nyc_venta_departamentos_san-nicolas_lavadero_toilette_vestidor_luminoso_impecable_aire-acondicionado_doble-circulacion_re-max-d-bosion
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5142788,-58.4856317",960000,USD,14555904,960000,900,900,1066.66666666667,1066.66666666667,,4,,http://olivos.properati.com.ar/ppwo_venta_casa_olivos
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.4435041188,-58.8756313745",89000,USD,1349453.6,89000,35,35,2542.85714285714,2542.85714285714,,1,,http://pilar.properati.com.ar/10k54_venta_departamentos_pilar_gimnasio_sum_garage_pk50_bgo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6750999,-58.5551592",95000,USD,1440428,95000,240,100,395.833333333333,950,,,,http://san-justo-la-matanza.properati.com.ar/egf7_venta_casa_san-justo
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6233306,-58.461768",69900,USD,1059851.76,69900,38,33,1839.47368421053,2118.18181818182,,1,,http://caballito.properati.com.ar/10bee_venta_departamentos_caballito_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5913604,-58.4134397",,,,,48,29,,,,2,,http://palermo.properati.com.ar/zyn6_venta_departamentos_palermo_balcon_lavadero_patio_sum_aire-acondicionado_interwin-marketing-inmobiliario_9ic
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4812576,-58.5047858",328000,USD,4973267.2,328000,0,98,,3346.9387755102,3,,,http://acassuso.properati.com.ar/zone_venta_departamentos_martinez_albarellos_1000_lavadero_toilette_luminoso_garage_delfino-lynch-san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Villa Bosch|,"-34.5812289,-58.5798667",135000,USD,2046924,135000,131,104,1030.53435114504,1298.07692307692,,,,http://villa-bosch.properati.com.ar/103xm_venta_departamentos_villa-bosch_jardin_lavadero_patio_quincho_sum_pablo-yaryura-casa-central
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6161221,-58.5754415",79000,USD,1197829.6,79000,96,65,822.916666666667,1215.38461538462,1,3,,http://caseros.properati.com.ar/wxv1_venta_departamentos_caseros
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6588171,-58.6735843",90000,USD,1364616,90000,,,,,,,,http://ituzaingo.properati.com.ar/11hlc_venta_ph_ituzaingo_lavadero_patio_inmobiliaria-carlucci_d52
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,"-34.5222161,-58.5311481",118000,USD,1789163.2,118000,90,64,1311.11111111111,1843.75,,,,http://carapachay.properati.com.ar/11k5r_venta_ph_carapachay_carlos-tejedor_3500_parrilla_patio_terraza_garage_novoa-propiedades_auw
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,72000,USD,1091692.8,72000,,32,,2250,,1,,http://ramos-mejia.properati.com.ar/sboq_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.506233,-58.5158177",135000,USD,2046924,135000,51,51,2647.05882352941,2647.05882352941,3,,,http://olivos.properati.com.ar/n40n_venta_departamentos_olivos_parana_3200
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5113645,-58.4903027",85000,USD,1288804,85000,0,35,,2428.57142857143,3,,,http://olivos.properati.com.ar/zmrp_venta_departamentos_olivos_gutierrez-ricardo_1500_luminoso_aire-acondicionado_tizado-vicente-lopez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4122817,-58.5867961",160000,USD,2425984,160000,0,69,,2318.84057971014,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/s43a_venta_departamentos_tigre
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6205274,-58.4205899",240000,USD,3638976,240000,150,114,1600,2105.26315789474,,6,,http://almagro.properati.com.ar/11xf0_venta_ph_almagro_baulera_lavadero_parrilla_patio_terraza_interwin-marketing-inmobiliario_9ic
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Loma Verde|,,172000,USD,2607932.8,172000,150,150,1146.66666666667,1146.66666666667,,,,http://loma-verde.properati.com.ar/zzbp_venta_casa_loma-verde_suite_lavadero_parrilla_toilette_vestidor_estrenar_azul-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5679755,-58.4853085",101200,USD,1534434.88,101200,49,43,2065.30612244898,2353.48837209302,5,,,http://villa-urquiza.properati.com.ar/12ij3_venta_departamentos_villa-urquiza_balcon_toilette_placard_subte-linea-b_lepore-propiedades-palermo
sell,apartment,|Argentina|Capital Federal|Once|,"-34.599847,-58.408123",90000,USD,1364616,90000,,52,,1730.76923076923,,3,,http://once.properati.com.ar/10ab8_venta_departamentos_san-nicolas_patio_re-max-splendid
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-38.9525611,-68.1199861",380000,USD,5761712,380000,300,300,1266.66666666667,1266.66666666667,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/yc93_venta_casa_pilar_pilar_100_balcon_suite_lavadero_parrilla_piscina_quincho_toilette_vestidor_dependencias_garage_aire-acondicionado_bustamante-propiedades_be7
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5045509,-58.4995655",230000,USD,3487352,230000,0,120,,1916.66666666667,,4,,http://olivos.properati.com.ar/vicx_venta_casa_olivos
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.499655,-58.4954303",230000,USD,3487352,230000,0,120,,1916.66666666667,,,,http://la-lucila.properati.com.ar/115n6_venta_casa_la-lucila_diaz-velez-av_1300_tizado-acassuso
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.537631,-58.5867796",50000,USD,758120,50000,310,95,161.290322580645,526.315789473684,,,,http://san-martin.properati.com.ar/efq2_venta_casa_san-martin
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.595472,-58.443569",162000,USD,2456308.8,162000,80,80,2025,2025,11,,1900,http://villa-crespo.properati.com.ar/10dul_venta_departamentos_villa-crespo_toilette_luminoso_aris-propiedades
sell,apartment,|Argentina|Capital Federal|Boca|,"-34.6276318,-58.3589352",105000,USD,1592052,105000,97,97,1082.47422680412,1082.47422680412,,3,3000,http://boca.properati.com.ar/10t7j_venta_departamentos_boca_luminoso_di-mitrio-inmobiliaria_d2r
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,370000,USD,5610088,370000,,360,,1027.77777777778,,,,http://ramos-mejia.properati.com.ar/y0io_venta_local_ramos-mejia_garage_rosso-propiedades_bw4
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.871303,-58.054088",148000,USD,2244035.2,148000,128,128,1156.25,1156.25,,3,,http://city-bell.properati.com.ar/ox77_venta_casa_city-bell
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.42470169,-58.65830994",155000,USD,2350172,155000,,,,,,,,http://nordelta.properati.com.ar/xnxc_venta_departamentos_nordelta_jardin_parrilla_aire-acondicionado
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/ztmi_venta_casa_nordelta_balcon_suite_parrilla_piscina_sum_vestidor_dependencias_placard_m-m-propiedades_bhs
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6200053,-58.4326412",150000,USD,2274360,150000,72,72,2083.33333333333,2083.33333333333,4,4,2600,http://almagro.properati.com.ar/rtyj_venta_departamentos_almagro_guayaquil_200
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Maipu|,"-34.568076,-58.533841",95000,USD,1440428,95000,,78,,1217.94871794872,,3,,http://villa-maipu.properati.com.ar/zrci_venta_ph_general-san-martin_lavadero_patio_terraza_garage_re-max-ayres-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,185000,USD,2805044,185000,0,55,,3363.63636363636,,2,,http://nordelta.properati.com.ar/wrkt_venta_departamentos_nordelta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.421319,-58.577082",105000,USD,1592052,105000,,58,,1810.34482758621,,2,,http://tigre.properati.com.ar/zl15_venta_departamentos_tigre_balcon_lavadero_parrilla_terraza_luminoso_garage_re-max-data-house
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,335000,USD,5079404,335000,,,,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/x2sg_venta_casa_barrio-cerrado-la-retama
sell,house,|Argentina|Capital Federal|Barracas|,"-34.6483959,-58.3707768",280000,USD,4245472,280000,290,,965.51724137931,,,6,,http://barracas.properati.com.ar/wftd_venta_casa_barracas
sell,house,|Argentina|Capital Federal|Villa del Parque|,"-34.6065322,-58.4875587",210000,USD,3184104,210000,0,140,,1500,,3,,http://villa-del-parque.properati.com.ar/ysno_venta_casa_villa-del-parque_balcon_parrilla_patio_terraza_toilette_luminoso_garage_impecable_grupo-mega-pulvirenti
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4892823,-58.498027",180000,USD,2729232,180000,87,78,2068.96551724138,2307.69230769231,2,,,http://martinez.properati.com.ar/11izi_venta_departamentos_martinez_ladislao-martinez_200_balcon_baulera_lavadero_garage_blume-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",650000,USD,9855560,650000,200,200,3250,3250,,,,http://nordelta.properati.com.ar/10ebr_venta_casa_nordelta_suite_lavadero_parrilla_piscina_toilette_dependencias_tenis_get-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6928238605,-58.5105685443",145000,USD,2198548,145000,,,,,,,,http://la-matanza.properati.com.ar/g5t4_venta_casa_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Villa Centenario|,"-34.7253526875,-58.435049681",69000,USD,1046205.6,69000,,102,,676.470588235294,,,,http://villa-centenario-lomas-de-zamora.properati.com.ar/12ui2_venta_casa_villa-centenario_jardin_lavadero_terraza_garage_placard_doble-circulacion_izquierdo-propiedades_4wl
